PaymentID,MsgId,InstrId,EndToEndId,PaymentDate,SettlementDate,Amount,CurrencyCode,DebtorID,CreditorID,DebtorAgentBIC,CreditorAgentBIC,PurposeCode,StatusCode,ChargeBearer,ProcessingTimeMinutes
PACS008-2ad7660654-INST-20250926-00085,PACS008-2ad7660654,INST-20250926-00085,E2E-20250926-00085,2025-09-26T09:33:00+00:00,2025-09-26T09:00:00+00:00,,,P06453,P06539,UNCRITMMXXX,BESCPTPLXXX,PENS,ACSP,N/A,-33.0
PACS008-2ad7660654-INST-20250926-00086,PACS008-2ad7660654,INST-20250926-00086,E2E-20250926-00086,2025-09-26T09:33:00+00:00,2025-09-26T09:00:00+00:00,,,P06453,P06540,UNCRITMMXXX,CHASUS33XXX,PENS,ACSP,N/A,-33.0
PACS008-2ad7660654-INST-20250926-00087,PACS008-2ad7660654,INST-20250926-00087,E2E-20250926-00087,2025-09-26T09:33:00+00:00,2025-09-26T09:00:00+00:00,,,P06453,P06541,UNCRITMMXXX,CRESCHZZ80A,DIVD,ACSP,N/A,-33.0
PACS008-2ad7660654-INST-20250926-00088,PACS008-2ad7660654,INST-20250926-00088,E2E-20250926-00088,2025-09-26T09:33:00+00:00,2025-09-26T09:00:00+00:00,,,P06453,P06542,UNCRITMMXXX,ABNANL2AXXX,SERV,ACSP,N/A,-33.0
PACS008-2ad7660654-INST-20250926-00089,PACS008-2ad7660654,INST-20250926-00089,E2E-20250926-00089,2025-09-26T09:33:00+00:00,2025-09-26T09:00:00+00:00,,,P06453,P06543,UNCRITMMXXX,HANDSESSXXX,EDUC,ACSP,N/A,-33.0
PACS008-2ad7660654-INST-20250926-00090,PACS008-2ad7660654,INST-20250926-00090,E2E-20250926-00090,2025-09-26T09:33:00+00:00,2025-09-26T09:00:00+00:00,7064.81,EUR,P06453,P06544,UNCRITMMXXX,BSABESBBXXX,DIVD,ACSP,N/A,-33.0
PACS008-2ad7660654-INST-20250926-00091,PACS008-2ad7660654,INST-20250926-00091,E2E-20250926-00091,2025-09-26T09:33:00+00:00,2025-09-26T09:00:00+00:00,,,P06453,P06545,UNCRITMMXXX,BESCPTPLXXX,DIVD,ACSP,N/A,-33.0
PACS008-2ad7660654-INST-20250926-00092,PACS008-2ad7660654,INST-20250926-00092,E2E-20250926-00092,2025-09-26T09:33:00+00:00,2025-09-26T09:00:00+00:00,,,P06453,P06546,UNCRITMMXXX,AGRIFRPPXXX,SALA,ACSP,N/A,-33.0
PACS008-2ad7660654-INST-20250926-00093,PACS008-2ad7660654,INST-20250926-00093,E2E-20250926-00093,2025-09-26T09:33:00+00:00,2025-09-26T09:00:00+00:00,,,P06453,P06547,UNCRITMMXXX,CCFRFRPPXXX,SALA,ACSP,N/A,-33.0
PACS008-2ad7660654-INST-20250926-00094,PACS008-2ad7660654,INST-20250926-00094,E2E-20250926-00094,2025-09-26T09:33:00+00:00,2025-09-26T09:00:00+00:00,,,P06453,P06548,UNCRITMMXXX,UNCRITMMXXX,LOAN,ACSP,N/A,-33.0
PACS008-2ad7660654-INST-20250926-00096,PACS008-2ad7660654,INST-20250926-00096,E2E-20250926-00096,2025-09-26T09:33:00+00:00,2025-09-26T09:00:00+00:00,,,P06453,P06550,UNCRITMMXXX,NWBKGB2LXXX,DIVD,ACSP,N/A,-33.0
PACS008-2ad7660654-INST-20250926-00097,PACS008-2ad7660654,INST-20250926-00097,E2E-20250926-00097,2025-09-26T09:33:00+00:00,2025-09-26T09:00:00+00:00,,,P06453,P06551,UNCRITMMXXX,BSABESBBXXX,SERV,ACSP,N/A,-33.0
PACS008-2ad7660654-INST-20250926-00098,PACS008-2ad7660654,INST-20250926-00098,E2E-20250926-00098,2025-09-26T09:33:00+00:00,2025-09-26T09:00:00+00:00,,,P06453,P06552,UNCRITMMXXX,CRESCHZZ80A,PENS,ACSP,N/A,-33.0
PACS008-2ad7660654-INST-20250926-00099,PACS008-2ad7660654,INST-20250926-00099,E2E-20250926-00099,2025-09-26T09:33:00+00:00,2025-09-26T09:00:00+00:00,,,P06453,P06553,UNCRITMMXXX,CCFRFRPPXXX,DIVD,ACSP,N/A,-33.0
PACS008-2ad7660654-INST-20250926-00100,PACS008-2ad7660654,INST-20250926-00100,E2E-20250926-00100,2025-09-26T09:33:00+00:00,2025-09-26T09:00:00+00:00,,,P06453,P06554,UNCRITMMXXX,AIBKIE2DXXX,PENS,ACSP,N/A,-33.0
PACS008-2ad7660654-INST-20250926-00101,PACS008-2ad7660654,INST-20250926-00101,E2E-20250926-00101,2025-09-26T09:33:00+00:00,2025-09-26T09:00:00+00:00,,,P06453,P06555,UNCRITMMXXX,HBUKGB4BXXX,SUPP,ACSP,N/A,-33.0
PACS008-2ad7660654-INST-20250926-00102,PACS008-2ad7660654,INST-20250926-00102,E2E-20250926-00102,2025-09-26T09:33:00+00:00,2025-09-26T09:00:00+00:00,,,P06453,P06556,UNCRITMMXXX,CGDIPTPLXXX,SALA,ACSP,N/A,-33.0
PACS008-2ad7660654-INST-20250926-00103,PACS008-2ad7660654,INST-20250926-00103,E2E-20250926-00103,2025-09-26T09:33:00+00:00,2025-09-26T09:00:00+00:00,2322.49,GBP,P06453,P06557,UNCRITMMXXX,ESSESESSXXX,GOVT,ACSP,N/A,-33.0
PACS008-2ad7660654-INST-20250926-00104,PACS008-2ad7660654,INST-20250926-00104,E2E-20250926-00104,2025-09-26T09:33:00+00:00,2025-09-26T09:00:00+00:00,,,P06453,P06558,UNCRITMMXXX,BPPIITRRXXX,SERV,ACSP,N/A,-33.0
PACS008-2ad7660654-INST-20250926-00105,PACS008-2ad7660654,INST-20250926-00105,E2E-20250926-00105,2025-09-26T09:33:00+00:00,2025-09-26T09:00:00+00:00,,,P06453,P06559,UNCRITMMXXX,CCFRFRPPXXX,SALA,ACSP,N/A,-33.0
PACS008-2ad7660654-INST-20250926-00106,PACS008-2ad7660654,INST-20250926-00106,E2E-20250926-00106,2025-09-26T09:33:00+00:00,2025-09-26T09:00:00+00:00,,,P06453,P06560,UNCRITMMXXX,CRESCHZZ80A,SALA,ACSP,N/A,-33.0
PACS008-2ad7660654-INST-20250926-00107,PACS008-2ad7660654,INST-20250926-00107,E2E-20250926-00107,2025-09-26T09:33:00+00:00,2025-09-26T09:00:00+00:00,231887.35,USD,P06453,P06561,UNCRITMMXXX,NOVAPTPLXXX,GOVT,ACSP,N/A,-33.0
PACS008-2ad7660654-INST-20250926-00108,PACS008-2ad7660654,INST-20250926-00108,E2E-20250926-00108,2025-09-26T09:33:00+00:00,2025-09-26T09:00:00+00:00,,,P06453,P06562,UNCRITMMXXX,RAIFCH22XXX,SUPP,ACSP,N/A,-33.0
PACS008-2ad7660654-INST-20250926-00109,PACS008-2ad7660654,INST-20250926-00109,E2E-20250926-00109,2025-09-26T09:33:00+00:00,2025-09-26T09:00:00+00:00,,,P06453,P06563,UNCRITMMXXX,BSABESBBXXX,GOVT,ACSP,N/A,-33.0
PACS008-2ad7660654-INST-20250926-00110,PACS008-2ad7660654,INST-20250926-00110,E2E-20250926-00110,2025-09-26T09:33:00+00:00,2025-09-26T09:00:00+00:00,,,P06453,P06564,UNCRITMMXXX,AIBKIE2DXXX,SALA,ACSP,N/A,-33.0
PACS008-2ad7660654-INST-20250926-00111,PACS008-2ad7660654,INST-20250926-00111,E2E-20250926-00111,2025-09-26T09:33:00+00:00,2025-09-26T09:00:00+00:00,,,P06453,P06565,UNCRITMMXXX,AGRIFRPPXXX,SUPP,ACSP,N/A,-33.0
PACS008-2ad7660654-INST-20250926-00112,PACS008-2ad7660654,INST-20250926-00112,E2E-20250926-00112,2025-09-26T09:33:00+00:00,2025-09-26T09:00:00+00:00,,,P06453,P06566,UNCRITMMXXX,RAIFCH22XXX,GOVT,ACSP,N/A,-33.0
PACS008-2ad7660654-INST-20250926-00113,PACS008-2ad7660654,INST-20250926-00113,E2E-20250926-00113,2025-09-26T09:33:00+00:00,2025-09-26T09:00:00+00:00,836486.81,USD,P06453,P06567,UNCRITMMXXX,NDEASESSXXX,SALA,ACSP,N/A,-33.0
PACS008-2ad7660654-INST-20250926-00114,PACS008-2ad7660654,INST-20250926-00114,E2E-20250926-00114,2025-09-26T09:33:00+00:00,2025-09-26T11:00:00+00:00,,,P06453,P06568,UNCRITMMXXX,CRESCHZZ80A,PENS,ACSC,N/A,87.0
PACS008-2ad7660654-INST-20250926-00115,PACS008-2ad7660654,INST-20250926-00115,E2E-20250926-00115,2025-09-26T09:33:00+00:00,2025-09-26T09:00:00+00:00,,,P06453,P06569,UNCRITMMXXX,CCFRFRPPXXX,SALA,ACSP,N/A,-33.0
PACS008-2ad7660654-INST-20250926-00116,PACS008-2ad7660654,INST-20250926-00116,E2E-20250926-00116,2025-09-26T09:33:00+00:00,2025-09-26T09:00:00+00:00,,,P06453,P06570,UNCRITMMXXX,ABNANL2AXXX,GOVT,ACSP,N/A,-33.0
PACS008-2ad7660654-INST-20250926-00117,PACS008-2ad7660654,INST-20250926-00117,E2E-20250926-00117,2025-09-26T09:33:00+00:00,2025-09-26T09:00:00+00:00,,,P06453,P06571,UNCRITMMXXX,CRESCHZZ80A,SUPP,ACSP,N/A,-33.0
PACS008-2ad7660654-INST-20250926-00118,PACS008-2ad7660654,INST-20250926-00118,E2E-20250926-00118,2025-09-26T09:33:00+00:00,2025-09-26T09:00:00+00:00,,,P06453,P06572,UNCRITMMXXX,POFICHBEXXX,SUPP,ACSP,N/A,-33.0
PACS008-2ad7660654-INST-20250926-00119,PACS008-2ad7660654,INST-20250926-00119,E2E-20250926-00119,2025-09-26T09:33:00+00:00,2025-09-26T09:00:00+00:00,231896.38,CHF,P06453,P06573,UNCRITMMXXX,ABNANL2AXXX,SALA,ACSP,N/A,-33.0
PACS008-2ad7660654-INST-20250926-00120,PACS008-2ad7660654,INST-20250926-00120,E2E-20250926-00120,2025-09-26T09:33:00+00:00,2025-09-26T09:00:00+00:00,,,P06453,P06574,UNCRITMMXXX,BYLADEM1001,GOVT,ACSP,N/A,-33.0
PACS008-2ad7660654-INST-20250926-00121,PACS008-2ad7660654,INST-20250926-00121,E2E-20250926-00121,2025-09-26T09:33:00+00:00,2025-09-26T09:00:00+00:00,12831.58,GBP,P06453,P06575,UNCRITMMXXX,CHASUS33XXX,SUPP,ACSP,N/A,-33.0
PACS008-2ad7660654-INST-20250926-00122,PACS008-2ad7660654,INST-20250926-00122,E2E-20250926-00122,2025-09-26T09:33:00+00:00,2025-09-26T11:00:00+00:00,,,P06453,P06576,UNCRITMMXXX,CGDIPTPLXXX,PENS,ACSC,N/A,87.0
PACS008-2ad7660654-INST-20250926-00123,PACS008-2ad7660654,INST-20250926-00123,E2E-20250926-00123,2025-09-26T09:33:00+00:00,2025-09-26T09:00:00+00:00,,,P06453,P06577,UNCRITMMXXX,BYLADEM1001,SERV,ACSP,N/A,-33.0
PACS008-2ad7660654-INST-20250926-00125,PACS008-2ad7660654,INST-20250926-00125,E2E-20250926-00125,2025-09-26T09:33:00+00:00,2025-09-26T09:00:00+00:00,,,P06453,P06579,UNCRITMMXXX,RABONL2UXXX,TAXS,ACSP,N/A,-33.0
PACS008-2ad7660654-INST-20250926-00126,PACS008-2ad7660654,INST-20250926-00126,E2E-20250926-00126,2025-09-26T09:33:00+00:00,2025-09-26T11:00:00+00:00,,,P06453,P06580,UNCRITMMXXX,BSABESBBXXX,SALA,ACSC,N/A,87.0
PACS008-2ad7660654-INST-20250926-00127,PACS008-2ad7660654,INST-20250926-00127,E2E-20250926-00127,2025-09-26T09:33:00+00:00,2025-09-26T09:00:00+00:00,,,P06453,P06581,UNCRITMMXXX,BSABESBBXXX,TAXS,ACSP,N/A,-33.0
PACS008-2ad7660654-INST-20250926-00128,PACS008-2ad7660654,INST-20250926-00128,E2E-20250926-00128,2025-09-26T09:33:00+00:00,2025-09-26T09:00:00+00:00,,,P06453,P06582,UNCRITMMXXX,ABNANL2AXXX,PENS,ACSP,N/A,-33.0
PACS008-2ad7660654-INST-20250926-00129,PACS008-2ad7660654,INST-20250926-00129,E2E-20250926-00129,2025-09-26T09:33:00+00:00,2025-09-26T09:00:00+00:00,,,P06453,P06583,UNCRITMMXXX,ESSESESSXXX,TAXS,ACSP,N/A,-33.0
PACS008-2ad7660654-INST-20250926-00130,PACS008-2ad7660654,INST-20250926-00130,E2E-20250926-00130,2025-09-26T09:33:00+00:00,2025-09-26T09:00:00+00:00,,,P06453,P06584,UNCRITMMXXX,UBSWCHZH80A,DIVD,ACSP,N/A,-33.0
PACS008-2ad7660654-INST-20250926-00131,PACS008-2ad7660654,INST-20250926-00131,E2E-20250926-00131,2025-09-26T09:33:00+00:00,2025-09-26T09:00:00+00:00,,,P06453,P06585,UNCRITMMXXX,BCITITMMXXX,SALA,ACSP,N/A,-33.0
PACS008-2ad7660654-INST-20250926-00133,PACS008-2ad7660654,INST-20250926-00133,E2E-20250926-00133,2025-09-26T09:33:00+00:00,2025-09-26T09:00:00+00:00,,,P06453,P06587,UNCRITMMXXX,IRCEIE2DXXX,PENS,ACSP,N/A,-33.0
PACS008-2ad7660654-INST-20250926-00134,PACS008-2ad7660654,INST-20250926-00134,E2E-20250926-00134,2025-09-26T09:33:00+00:00,2025-09-26T09:00:00+00:00,,,P06453,P06588,UNCRITMMXXX,NWBKGB2LXXX,SUPP,ACSP,N/A,-33.0
PACS008-2ad7660654-INST-20250926-00135,PACS008-2ad7660654,INST-20250926-00135,E2E-20250926-00135,2025-09-26T09:33:00+00:00,2025-09-26T09:00:00+00:00,,,P06453,P06589,UNCRITMMXXX,ESSESESSXXX,SERV,ACSP,N/A,-33.0
PACS008-2ad7660654-INST-20250926-00136,PACS008-2ad7660654,INST-20250926-00136,E2E-20250926-00136,2025-09-26T09:33:00+00:00,2025-09-26T09:00:00+00:00,,,P06453,P06590,UNCRITMMXXX,INGBNL2AXXX,SERV,ACSP,N/A,-33.0
PACS008-2ad7660654-INST-20250926-00137,PACS008-2ad7660654,INST-20250926-00137,E2E-20250926-00137,2025-09-26T09:33:00+00:00,2025-09-26T09:00:00+00:00,,,P06453,P06591,UNCRITMMXXX,HYVEDEMMXXX,EDUC,ACSP,N/A,-33.0
PACS008-2ad7660654-INST-20250926-00138,PACS008-2ad7660654,INST-20250926-00138,E2E-20250926-00138,2025-09-26T09:33:00+00:00,2025-09-26T11:00:00+00:00,,,P06453,P06592,UNCRITMMXXX,COBADEFFXXX,EDUC,ACSC,N/A,87.0
PACS008-2ad7660654-INST-20250926-00139,PACS008-2ad7660654,INST-20250926-00139,E2E-20250926-00139,2025-09-26T09:33:00+00:00,2025-09-26T09:00:00+00:00,,,P06453,P06593,UNCRITMMXXX,UBSWCHZH80A,PENS,ACSP,N/A,-33.0
PACS008-2ad7660654-INST-20250926-00140,PACS008-2ad7660654,INST-20250926-00140,E2E-20250926-00140,2025-09-26T09:33:00+00:00,2025-09-26T09:00:00+00:00,,,P06453,P06594,UNCRITMMXXX,CGDIPTPLXXX,DIVD,ACSP,N/A,-33.0
PACS008-2ad7660654-INST-20250926-00142,PACS008-2ad7660654,INST-20250926-00142,E2E-20250926-00142,2025-09-26T09:33:00+00:00,2025-09-26T09:00:00+00:00,,,P06453,P06596,UNCRITMMXXX,SNSBNL2AXXX,ROYA,ACSP,N/A,-33.0
PACS008-2ad7660654-INST-20250926-00143,PACS008-2ad7660654,INST-20250926-00143,E2E-20250926-00143,2025-09-26T09:33:00+00:00,2025-09-26T09:00:00+00:00,,,P06453,P06597,UNCRITMMXXX,ACTVPTPLXXX,GOVT,ACSP,N/A,-33.0
PACS008-2ad7660654-INST-20250926-00144,PACS008-2ad7660654,INST-20250926-00144,E2E-20250926-00144,2025-09-26T09:33:00+00:00,2025-09-26T09:00:00+00:00,,,P06453,P06598,UNCRITMMXXX,UNCRITMMXXX,LOAN,ACSP,N/A,-33.0
PACS008-2ad7660654-INST-20250926-00145,PACS008-2ad7660654,INST-20250926-00145,E2E-20250926-00145,2025-09-26T09:33:00+00:00,2025-09-26T09:00:00+00:00,,,P06453,P06599,UNCRITMMXXX,UBSWCHZH80A,PENS,ACSP,N/A,-33.0
PACS008-2ad7660654-INST-20250926-00146,PACS008-2ad7660654,INST-20250926-00146,E2E-20250926-00146,2025-09-26T09:33:00+00:00,2025-09-26T09:00:00+00:00,,,P06453,P06600,UNCRITMMXXX,COBADEFFXXX,TAXS,ACSP,N/A,-33.0
PACS008-2ad7660654-INST-20250926-00147,PACS008-2ad7660654,INST-20250926-00147,E2E-20250926-00147,2025-09-26T09:33:00+00:00,2025-09-26T09:00:00+00:00,,,P06453,P06601,UNCRITMMXXX,CRESCHZZ80A,TAXS,ACSP,N/A,-33.0
PACS008-2ad7660654-INST-20250926-00148,PACS008-2ad7660654,INST-20250926-00148,E2E-20250926-00148,2025-09-26T09:33:00+00:00,2025-09-26T09:00:00+00:00,,,P06453,P06602,UNCRITMMXXX,HANDSESSXXX,LOAN,ACSP,N/A,-33.0
PACS008-2ad7660654-INST-20250926-00149,PACS008-2ad7660654,INST-20250926-00149,E2E-20250926-00149,2025-09-26T09:33:00+00:00,2025-09-26T09:00:00+00:00,8012.09,GBP,P06453,P06603,UNCRITMMXXX,CITIUS33XXX,SUPP,ACSP,N/A,-33.0
PACS008-2ad7660654-INST-20250926-00150,PACS008-2ad7660654,INST-20250926-00150,E2E-20250926-00150,2025-09-26T09:33:00+00:00,2025-09-26T09:00:00+00:00,,,P06453,P06604,UNCRITMMXXX,NWBKGB2LXXX,TAXS,ACSP,N/A,-33.0
PACS008-2ad7660654-INST-20250926-00151,PACS008-2ad7660654,INST-20250926-00151,E2E-20250926-00151,2025-09-26T09:33:00+00:00,2025-09-26T09:00:00+00:00,,,P06453,P06605,UNCRITMMXXX,CCFRFRPPXXX,EDUC,ACSP,N/A,-33.0
PACS008-2ad7660654-INST-20250926-00152,PACS008-2ad7660654,INST-20250926-00152,E2E-20250926-00152,2025-09-26T09:33:00+00:00,2025-09-26T09:00:00+00:00,,,P06453,P06606,UNCRITMMXXX,BNPAFRPPXXX,SALA,ACSP,N/A,-33.0
PACS008-2ad7660654-INST-20250926-00153,PACS008-2ad7660654,INST-20250926-00153,E2E-20250926-00153,2025-09-26T09:33:00+00:00,2025-09-26T09:00:00+00:00,,,P06453,P06607,UNCRITMMXXX,BBVAESMMXXX,GOVT,ACSP,N/A,-33.0
PACS008-2ad7660654-INST-20250926-00154,PACS008-2ad7660654,INST-20250926-00154,E2E-20250926-00154,2025-09-26T09:33:00+00:00,2025-09-26T09:00:00+00:00,,,P06453,P06608,UNCRITMMXXX,CITIUS33XXX,EDUC,ACSP,N/A,-33.0
PACS008-2ad7660654-INST-20250926-00155,PACS008-2ad7660654,INST-20250926-00155,E2E-20250926-00155,2025-09-26T09:33:00+00:00,2025-09-26T09:00:00+00:00,,,P06453,P06609,UNCRITMMXXX,BARCGB22XXX,GOVT,ACSP,N/A,-33.0
PACS008-2ad7660654-INST-20250926-00157,PACS008-2ad7660654,INST-20250926-00157,E2E-20250926-00157,2025-09-26T09:33:00+00:00,2025-09-26T09:00:00+00:00,13425.91,EUR,P06453,P06611,UNCRITMMXXX,ULSBIE2DXXX,TAXS,ACSP,N/A,-33.0
PACS008-2ad7660654-INST-20250926-00158,PACS008-2ad7660654,INST-20250926-00158,E2E-20250926-00158,2025-09-26T09:33:00+00:00,2025-09-26T09:00:00+00:00,1620.58,GBP,P06453,P06612,UNCRITMMXXX,ULSBIE2DXXX,SUPP,ACSP,N/A,-33.0
PACS008-2ad7660654-INST-20250926-00159,PACS008-2ad7660654,INST-20250926-00159,E2E-20250926-00159,2025-09-26T09:33:00+00:00,2025-09-26T09:00:00+00:00,,,P06453,P06613,UNCRITMMXXX,BBVAESMMXXX,LOAN,ACSP,N/A,-33.0
PACS008-2ad7660654-INST-20250926-00160,PACS008-2ad7660654,INST-20250926-00160,E2E-20250926-00160,2025-09-26T09:33:00+00:00,2025-09-26T09:00:00+00:00,,,P06453,P06614,UNCRITMMXXX,SWEDSESSXXX,DIVD,ACSP,N/A,-33.0
PACS008-2ad7660654-INST-20250926-00161,PACS008-2ad7660654,INST-20250926-00161,E2E-20250926-00161,2025-09-26T09:33:00+00:00,2025-09-26T09:00:00+00:00,,,P06453,P06615,UNCRITMMXXX,POFICHBEXXX,EDUC,ACSP,N/A,-33.0
PACS008-2ad7660654-INST-20250926-00162,PACS008-2ad7660654,INST-20250926-00162,E2E-20250926-00162,2025-09-26T09:33:00+00:00,2025-09-26T09:00:00+00:00,,,P06453,P06616,UNCRITMMXXX,SWEDSESSXXX,SERV,ACSP,N/A,-33.0
PACS008-2ad7660654-INST-20250926-00163,PACS008-2ad7660654,INST-20250926-00163,E2E-20250926-00163,2025-09-26T09:33:00+00:00,2025-09-26T09:00:00+00:00,,,P06453,P06617,UNCRITMMXXX,ULSBIE2DXXX,EDUC,ACSP,N/A,-33.0
PACS008-2ad7660654-INST-20250926-00164,PACS008-2ad7660654,INST-20250926-00164,E2E-20250926-00164,2025-09-26T09:33:00+00:00,2025-09-26T09:00:00+00:00,,,P06453,P06618,UNCRITMMXXX,SOGEFRPPXXX,PENS,ACSP,N/A,-33.0
PACS008-8bfdd0deef-INST-20250926-00658,PACS008-8bfdd0deef,INST-20250926-00658,E2E-20250926-00658,2025-09-26T09:05:00+00:00,2025-09-26T09:51:00+00:00,,,P06619,P06620,NDEASESSXXX,AGRIFRPPXXX,ROYA,ACSP,N/A,46.0
PACS008-8bfdd0deef-INST-20250926-00659,PACS008-8bfdd0deef,INST-20250926-00659,E2E-20250926-00659,2025-09-26T09:05:00+00:00,2025-09-26T09:51:00+00:00,,,P06619,P06621,NDEASESSXXX,RABONL2UXXX,SALA,ACSP,N/A,46.0
PACS008-8bfdd0deef-INST-20250926-00660,PACS008-8bfdd0deef,INST-20250926-00660,E2E-20250926-00660,2025-09-26T09:05:00+00:00,2025-09-26T09:51:00+00:00,,,P06619,P06622,NDEASESSXXX,DEUTDEFFXXX,LOAN,ACSP,N/A,46.0
PACS008-8bfdd0deef-INST-20250926-00661,PACS008-8bfdd0deef,INST-20250926-00661,E2E-20250926-00661,2025-09-26T09:05:00+00:00,2025-09-26T09:51:00+00:00,,,P06619,P06623,NDEASESSXXX,AGRIFRPPXXX,LOAN,ACSP,N/A,46.0
PACS008-8bfdd0deef-INST-20250926-00662,PACS008-8bfdd0deef,INST-20250926-00662,E2E-20250926-00662,2025-09-26T09:05:00+00:00,2025-09-26T09:51:00+00:00,4266.45,EUR,P06619,P06624,NDEASESSXXX,BOFAUS3NXXX,SALA,ACSP,N/A,46.0
PACS008-8bfdd0deef-INST-20250926-00663,PACS008-8bfdd0deef,INST-20250926-00663,E2E-20250926-00663,2025-09-26T09:05:00+00:00,2025-09-26T09:51:00+00:00,183692.21,CHF,P06619,P06625,NDEASESSXXX,ABNANL2AXXX,LOAN,ACSP,N/A,46.0
PACS008-8bfdd0deef-INST-20250926-00664,PACS008-8bfdd0deef,INST-20250926-00664,E2E-20250926-00664,2025-09-26T09:05:00+00:00,2025-09-26T09:51:00+00:00,,,P06619,P06626,NDEASESSXXX,LOYDGB2LXXX,SALA,ACSP,N/A,46.0
PACS008-8bfdd0deef-INST-20250926-00665,PACS008-8bfdd0deef,INST-20250926-00665,E2E-20250926-00665,2025-09-26T09:05:00+00:00,2025-09-26T09:51:00+00:00,,,P06619,P06627,NDEASESSXXX,CCFRFRPPXXX,GOVT,ACSP,N/A,46.0
PACS008-8bfdd0deef-INST-20250926-00666,PACS008-8bfdd0deef,INST-20250926-00666,E2E-20250926-00666,2025-09-26T09:05:00+00:00,2025-09-26T09:51:00+00:00,,,P06619,P06628,NDEASESSXXX,DEUTDEFFXXX,SALA,ACSP,N/A,46.0
PACS008-8bfdd0deef-INST-20250926-00667,PACS008-8bfdd0deef,INST-20250926-00667,E2E-20250926-00667,2025-09-26T09:05:00+00:00,2025-09-26T09:51:00+00:00,,,P06619,P06629,NDEASESSXXX,CITIUS33XXX,PENS,ACSP,N/A,46.0
PACS008-8bfdd0deef-INST-20250926-00668,PACS008-8bfdd0deef,INST-20250926-00668,E2E-20250926-00668,2025-09-26T09:05:00+00:00,2025-09-26T09:51:00+00:00,,,P06619,P06630,NDEASESSXXX,POFICHBEXXX,SUPP,ACSP,N/A,46.0
PACS008-8bfdd0deef-INST-20250926-00669,PACS008-8bfdd0deef,INST-20250926-00669,E2E-20250926-00669,2025-09-26T09:05:00+00:00,2025-09-26T09:51:00+00:00,,,P06619,P06631,NDEASESSXXX,POFICHBEXXX,EDUC,ACSP,N/A,46.0
PACS008-8bfdd0deef-INST-20250926-00670,PACS008-8bfdd0deef,INST-20250926-00670,E2E-20250926-00670,2025-09-26T09:05:00+00:00,2025-09-26T09:51:00+00:00,,,P06619,P06632,NDEASESSXXX,CRESCHZZ80A,GOVT,ACSP,N/A,46.0
PACS008-8bfdd0deef-INST-20250926-00671,PACS008-8bfdd0deef,INST-20250926-00671,E2E-20250926-00671,2025-09-26T09:05:00+00:00,2025-09-26T09:51:00+00:00,6033.45,USD,P06619,P06633,NDEASESSXXX,COBADEFFXXX,TAXS,ACSP,N/A,46.0
PACS008-8bfdd0deef-INST-20250926-00672,PACS008-8bfdd0deef,INST-20250926-00672,E2E-20250926-00672,2025-09-26T09:05:00+00:00,2025-09-26T09:51:00+00:00,,,P06619,P06634,NDEASESSXXX,BCOEESMMXXX,SERV,ACSP,N/A,46.0
PACS008-8bfdd0deef-INST-20250926-00673,PACS008-8bfdd0deef,INST-20250926-00673,E2E-20250926-00673,2025-09-26T09:05:00+00:00,2025-09-26T09:51:00+00:00,,,P06619,P06635,NDEASESSXXX,IRCEIE2DXXX,SUPP,ACSP,N/A,46.0
PACS008-8bfdd0deef-INST-20250926-00674,PACS008-8bfdd0deef,INST-20250926-00674,E2E-20250926-00674,2025-09-26T09:05:00+00:00,2025-09-26T09:51:00+00:00,12528.21,CHF,P06619,P06636,NDEASESSXXX,CCFRFRPPXXX,PENS,ACSP,N/A,46.0
PACS008-8bfdd0deef-INST-20250926-00675,PACS008-8bfdd0deef,INST-20250926-00675,E2E-20250926-00675,2025-09-26T09:05:00+00:00,2025-09-26T09:51:00+00:00,,,P06619,P06637,NDEASESSXXX,RABONL2UXXX,ROYA,ACSP,N/A,46.0
PACS008-8bfdd0deef-INST-20250926-00676,PACS008-8bfdd0deef,INST-20250926-00676,E2E-20250926-00676,2025-09-26T09:05:00+00:00,2025-09-26T09:51:00+00:00,,,P06619,P06638,NDEASESSXXX,CAIXESBBXXX,PENS,ACSP,N/A,46.0
PACS008-8bfdd0deef-INST-20250926-00677,PACS008-8bfdd0deef,INST-20250926-00677,E2E-20250926-00677,2025-09-26T09:05:00+00:00,2025-09-26T09:51:00+00:00,12682.40,GBP,P06619,P06639,NDEASESSXXX,BOFAUS3NXXX,SUPP,ACSP,N/A,46.0
PACS008-8bfdd0deef-INST-20250926-00678,PACS008-8bfdd0deef,INST-20250926-00678,E2E-20250926-00678,2025-09-26T09:05:00+00:00,2025-09-26T09:51:00+00:00,,,P06619,P06640,NDEASESSXXX,WFBIUS6SXXX,GOVT,ACSP,N/A,46.0
PACS008-8bfdd0deef-INST-20250926-00679,PACS008-8bfdd0deef,INST-20250926-00679,E2E-20250926-00679,2025-09-26T09:05:00+00:00,2025-09-26T09:51:00+00:00,,,P06619,P06641,NDEASESSXXX,CAIXESBBXXX,TAXS,ACSP,N/A,46.0
PACS008-8bfdd0deef-INST-20250926-00680,PACS008-8bfdd0deef,INST-20250926-00680,E2E-20250926-00680,2025-09-26T09:05:00+00:00,2025-09-26T09:51:00+00:00,,,P06619,P06642,NDEASESSXXX,HBUKGB4BXXX,LOAN,ACSP,N/A,46.0
